,cost,feasible,status,costs,actions,upperbound,lowerbound,gap,iterations,nodes_processed,nodes_remaining,runtime,total_cost
104,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.055891412958408125,0.055891412958408125,0.0,30,0,0,0.0,0.05533332054283324
106,0.048666656079453856,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.0487 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.048767690688316497,0.048767690688316497,0.0,35,0,0,0.015625,0.04866665607945386
110,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.      0.
 -0.      0.     -0.      0.     -0.     -0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0. -0.  0. -0.  0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05575586737832604,0.05575586737832604,0.0,24,0,0,0.0,0.05533332054283324
111,0.10566663382503762,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10757964761858929,0.10757964761858929,0.0,26,0,0,0.0,0.16099995436787085
112,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0145  0.     -0.      0.     -0.
 -0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.    0. -348.    0.   -0.    0.   -0.   -0.    0.   -0.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.10583371808402578,0.10583371808402578,0.0,43,0,0,0.0,0.1754809149441955
113,0.055333320542832354,True,integer optimal solution,"[ 0.      0.      0.      0.0515  0.0518 -0.     -0.     -0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -4.000e+00 -1.529e+03 -0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00 -0.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.055343758536388496,0.055343758536388496,0.0,51,0,0,0.0,0.1586918645254639
116,0.05964717804643804,True,integer optimal solution,"[ 0.      0.      0.      0.0596  0.0537 -0.     -0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.0e+00  0.0e+00  0.0e+00 -7.0e+00 -1.4e+03 -0.0e+00 -0.0e+00  0.0e+00
 -0.0e+00  0.0e+00  0.0e+00 -0.0e+00 -0.0e+00 -0.0e+00  0.0e+00  0.0e+00
  0.0e+00  0.0e+00  0.0e+00  1.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00
  0.0e+00  0.0e+00]",0.05967777546225786,0.05967777546225786,0.0,56,0,0,0.0,0.16871629515625808
117,0.03866665912946565,True,integer optimal solution,"[ 0.      0.      0.     -0.      0.     -0.     -0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.0387 -0.      0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
 -1. -0.  0.  0.  0.  0. -0.  0.]",0.038914005501319564,0.038914005501319564,0.0,35,0,0,0.0,0.03866665912946565
120,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.055628177979133074,0.055628177979133074,0.0,34,0,0,0.015625,0.05533332054283324
122,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.     -0.      0.0377 -0.     -0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.    0. -134.    0.    0.    0.   -0.   -0.    0.    1.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.064166373520405,0.064166373520405,0.0,35,0,0,0.0,0.15598381491332025
124,0.20666658206062338,True,integer optimal solution,"[ 0.      0.      0.      0.0346  0.     -0.     -0.      0.     -0.
 -0.      0.      0.063   0.2067  0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0. -1.  0.  0. -0.  0. -0. -0.  0.  1.  1.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.20711875744803793,0.20711875744803793,0.0,29,0,0,0.015625,0.4652304906078775
126,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05546410501490523,0.05546410501490523,0.0,36,0,0,0.0,0.05533332054283324
127,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05570662814656261,0.05570662814656261,0.0,36,0,0,0.0,0.05533332054283324
130,0.07173428393631764,True,integer optimal solution,"[ 0.      0.      0.      0.0672  0.0717  0.     -0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.100e+01 -2.299e+03  0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.07185871980620392,0.07185871980620394,0.0,48,0,0,0.0,0.25723860998780845
131,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.     -0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0. -5.  0. -0. -0.  0. -0.  0.  0.  1. -0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06301132345229145,0.06301132345229145,0.0,53,0,0,0.015625,0.17927601658469838
132,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10691421747178527,0.10691421747178527,0.0,5,0,0,0.0,0.22399993889223502
133,0.13266662116747585,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.1327 0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.13424074946867923,0.13424074946867923,0.0,31,0,0,0.015625,0.2936665755353467
134,0.04694646516834189,True,integer optimal solution,"[ 0.      0.      0.      0.0469  0.0376 -0.      0.      0.     -0.
  0.      0.     -0.      0.     -0.      0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[    0.     0.     0.   -14. -2300.     0.     0.     0.    -0.     0.
     0.    -0.     0.    -0.     0.     0.     0.     0.     0.    -0.
     0.     0.     0.     0.     0.     0.]",0.046969747865812435,0.046969747865812435,0.0,58,0,0,0.0,0.08459642700696168
139,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.      0.      0.     -0.
  0.      0.      0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05584971087968777,0.05584971087968777,0.0,27,0,0,0.0,0.05533332054283324
141,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.092   0.016   0.      0.      0.     -0.
  0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -8. -263.    0.   -0.    0.   -0.    0.    0.    1.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.10619731603365105,0.10619731603365105,0.0,48,0,0,0.0,0.331997240779203
142,0.055333320542833256,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.055594058864829696,0.055594058864829696,0.0,40,0,0,0.0,0.05533332054283324
145,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.0323 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0. -5.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05545209692377085,0.05545209692377085,0.0,43,0,0,0.0,0.13632436433973472
152,0.10566663382503762,True,integer optimal solution,"[ 0.      0.      0.      0.092   0.009   0.      0.      0.     -0.
 -0.      0.      0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.   -8. -212.    0.   -0.    0.   -0.   -0.    0.    0.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.10584118716462347,0.10584118716462347,0.0,56,0,0,0.015625,0.26196375492037927
154,0.05533332054283323,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.05537947688344812,0.05537947688344812,0.0,33,0,0,0.0,0.05533332054283324
155,0.06299998452436419,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06406672846336446,0.06406672846336446,0.0,31,0,0,0.0,0.11833330506719741
157,0.06299998452436416,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.0487  0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0. -0.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06449557317678854,0.06449557317678854,0.0,25,0,0,0.0,0.16699996114665128
161,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.055617176616862204,0.055617176616862204,0.0,38,0,0,0.0,0.05533332054283324
163,0.05813043122317829,True,integer optimal solution,"[ 0.      0.      0.      0.0435  0.0581 -0.      0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.     -0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+00 -1.534e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00 -0.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.0581639452505318,0.0581639452505318,0.0,50,0,0,0.0,0.15698392900352318
166,0.0629999845243642,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.     -0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06347643325214887,0.06347643325214887,0.0,40,0,0,0.0,0.11833330506719741
167,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.      0.      0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05568234902978025,0.05568234902978025,0.0,31,0,0,0.0,0.05533332054283324
168,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.055674235057110534,0.055674235057110534,0.0,25,0,0,0.0,0.05533332054283324
170,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.     -0.     -0.      0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.055363937724253756,0.055363937724253756,0.0,30,0,0,0.015625,0.05533332054283324
172,0.06299998452436384,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.059  0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0. -1.  0.  0.  0.]",0.06317066426311026,0.06317066426311027,0.0,34,0,0,0.0,0.177333291011873
174,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0323  0.0173 -0.     -0.     -0.     -0.
 -0.      0.      0.063  -0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -1. -124.    0.   -0.    0.   -0.   -0.    0.    1.
   -0.   -0.   -0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.06356559513089786,0.06356559513089786,0.0,43,0,1,0.0,0.1679050593488327
175,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.059  0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0. -1.  0. -0.
  0.  1.  0.  0. -1.  0.  0.  0.]",0.10579119699878725,0.10579119699878725,0.0,60,0,0,0.0,0.3316665809163645
180,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.092   0.0987  0.      0.     -0.     -0.
 -0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.00e+00  0.00e+00  0.00e+00 -8.00e+00 -3.66e+03  0.00e+00 -0.00e+00
  0.00e+00 -0.00e+00 -0.00e+00  0.00e+00  1.00e+00 -0.00e+00  1.00e+00
 -0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  1.00e+00  0.00e+00
  0.00e+00  0.00e+00  0.00e+00 -0.00e+00  0.00e+00]",0.10574027292697112,0.10574027292697112,0.0,48,0,0,0.015625,0.4147571556537446
181,0.10566663382503763,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.1058726128687568,0.1058726128687568,0.0,41,0,0,0.0,0.22399993889223502
182,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.     -0.     -0.      0.
 -0.      0.      0.063  -0.     -0.      0.      0.0487  0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0. -0.  0.  1. -0. -0.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06315673313579463,0.06315673313579465,0.0,35,0,0,0.015625,0.16699996114665128
186,0.04866665607945464,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0242 -0.      0.      0.      0.
  0.      0.     -0.     -0.     -0.      0.      0.0487  0.     -0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.    0. -459.    0.    0.    0.    0.    0.    0.   -0.
   -0.   -0.    0.   -1.    0.    0.    0.   -0.    0.    0.    0.    0.
    0.    0.]",0.048753632247986914,0.048753632247986914,0.0,16,0,0,0.0,0.07287973792292479
189,0.06299998452436416,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06363079484743733,0.06363079484743733,0.0,29,0,0,0.015625,0.11833330506719741
191,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0284  0.0002  0.      0.      0.      0.
 -0.      0.      0.063   0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -4. -2.  0.  0.  0.  0. -0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10568350713630958,0.10568350713630958,0.0,44,0,0,0.0,0.252614377028346
192,0.05533332054283323,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05544581603953909,0.05544581603953909,0.0,43,0,0,0.0,0.05533332054283324
